;LoadPoint;Bandwidth;src;dest;;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;28;6; ;0;0;0.041666667;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;4;6; ;0;0.047619048;0;0;0.043478261;0.045454545;0;0.125;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;25;3; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;22;5; ;0;0;0;0;0.090909091;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;28;10; ;0;0;0;0;0;0.045454545;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;11;15; ;0;0.05;0;0;0;0;0;0;0;0.052631579;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;19;28; ;0;0;0;0.047619048;0;0;0.043478261;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;12;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;25;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;1;14; ;0;0;0;0;0.066666667;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;19;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;24;15; ;0;0.083333333;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;26;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;28;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;6;7; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;10;24; ;0;0;0;0;0.055555556;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;19;8; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;26;5; ;0;0;0;0;0.052631579;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;16;20; ;0;0.076923077;0;0;0;0;0;0.058823529;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;20;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;7;1; ;0;0.035714286;0;0;0;0;0.055555556;0;0.142857143;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;13;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;15;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;8;7; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;8;10; ;0;0;0;0;0;0.0625;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;16;11; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;3;10; ;0;0;0;0;0;0;0;0.035714286;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;8;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;11;21; ;0.058823529;0;0;0;0;0.05;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;13;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;14;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;22;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;26;3; ;0;0;0;0;0;0.083333333;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;2;13; ;0;0;0;0;0;0;0.04;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;28;2; ;0;0.058823529;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;4;9; ;0;0.058823529;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;27;14; ;0;0;0;0;0;0;0;0;0.071428571;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;8;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;20;23; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;20;10; ;0;0;0;0;0;0.0625;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;23;4; ;0;0;0;0;0;0;0.045454545;0.05;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;5;2; ;0;0.05;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;2;11; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;1;13; ;0.055555556;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;25;24; ;0;0;0.04;0;0;0;0.076923077;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;17;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;21;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;8;28; ;0.04;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;18;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;25;6; ;0;0;0;0.055555556;0.1;0;0;0;0;0.058823529;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;18;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;20;21; ;0;0;0;0.035714286;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;25;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;19;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;15;16; ;0.045454545;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;19;11; ;0;0.066666667;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;24;21; ;0;0.0625;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;18;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;7;25; ;0;0;0.045454545;0;0;0;0.041666667;0;0.043478261;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;9;23; ;0;0;0;0;0.066666667;0.0625;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;6;14; ;0;0.071428571;0;0;0;0;0;0.047619048;0.045454545;0.052631579;;;;
blocking probabilities per pair and bandwidth;4;40.0Gbps;12;25; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;12;20; ;0;0;0;0;0;0;0;0.052631579;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;14;16; ;0.076923077;0;0;0.052631579;0;0;0.041666667;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;27;18; ;0.035714286;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;11;22; ;0;0;0.052631579;0;0;0.05;0;0;0;0.04;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;16;13; ;0;0;0;0;0;0;0;0;0;0.045454545;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;1;6; ;0.166666667;0.05;0.052631579;0.095238095;0;0;0;0;0;0.04;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;18;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;2;24; ;0;0;0;0;0;0;0;0;0;0.05;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;5;3; ;0;0.043478261;0;0;0;0;0;0;0.083333333;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;16;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;23;11; ;0.055555556;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;26;23; ;0.041666667;0;0.058823529;0.041666667;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;10;20; ;0;0;0;0;0;0.045454545;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;10;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;14;20; ;0;0;0;0;0;0;0;0.058823529;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;23;10; ;0;0.04;0;0.066666667;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;26;19; ;0;0;0;0.052631579;0;0;0;0.05;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;5;8; ;0.105263158;0.038461538;0.04;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;12;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;19;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;23;25; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;14;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;1;22; ;0.043478261;0.090909091;0.058823529;0;0;0;0;0.071428571;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;23;1; ;0;0;0;0;0;0.083333333;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;24;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;28;26; ;0;0;0;0.032258065;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;18;5; ;0;0;0;0;0;0;0;0;0.052631579;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;17;13; ;0;0;0;0.05;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;9;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;25;13; ;0;0;0;0;0;0.047619048;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;10;11; ;0;0;0;0.052631579;0;0;0;0;0;0.043478261;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;2;10; ;0;0;0;0.0625;0;0;0;0;0;0.105263158;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;7;2; ;0;0;0;0;0;0.105263158;0.071428571;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;9;20; ;0;0.071428571;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;12;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;17;3; ;0.05;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;13;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;25;26; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;8;12; ;0;0.04;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;27;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;3;27; ;0;0;0;0;0;0.066666667;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;15;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;16;3; ;0;0;0;0.047619048;0;0;0.047619048;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;23;14; ;0;0;0;0;0;0.083333333;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;12;5; ;0.058823529;0.052631579;0.0625;0;0;0;0;0.055555556;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;9;24; ;0;0;0.045454545;0;0;0;0;0;0.066666667;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;19;25; ;0;0;0;0;0.045454545;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;23;21; ;0;0;0;0;0;0;0;0;0;0.111111111;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;27;25; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;20;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;5;28; ;0;0.037037037;0;0;0.033333333;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;13;5; ;0;0.047619048;0;0;0;0;0.052631579;0;0.04;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;3;17; ;0;0;0;0;0;0;0;0;0.066666667;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;13;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;24;3; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;7;21; ;0;0.052631579;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;16;8; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;23;6; ;0.047619048;0.045454545;0.15;0.074074074;0.133333333;0;0.038461538;0.04;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;2;9; ;0;0;0;0;0;0;0;0.076923077;0;0.055555556;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;15;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;20;6; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;13;23; ;0;0;0;0;0;0;0;0;0.043478261;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;27;9; ;0;0;0;0;0;0;0;0;0.045454545;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;4;19; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;7;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;17;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;5;7; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;24;12; ;0;0;0;0;0.043478261;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;24;13; ;0;0;0;0;0;0;0;0.045454545;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;4;28; ;0;0;0;0.04;0;0.04;0;0;0.03125;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;19;2; ;0;0;0;0;0;0;0.047619048;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;20;8; ;0;0;0.038461538;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;11;26; ;0;0;0;0;0;0;0;0;0;0.05;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;22;1; ;0;0;0.047619048;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;8;5; ;0;0;0.083333333;0.083333333;0;0;0;0;0.047619048;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;12;28; ;0;0;0.05;0;0;0;0.04;0.043478261;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;28;24; ;0;0;0;0;0.047619048;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;22;20; ;0;0;0;0.037037037;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;27;4; ;0;0;0;0;0;0.047619048;0.041666667;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;16;4; ;0;0;0.076923077;0;0;0;0;0.105263158;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;11;16; ;0;0;0.05;0;0;0;0;0;0.055555556;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;13;27; ;0;0;0;0;0;0;0;0.05;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;26;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;26;9; ;0;0;0;0;0;0;0;0.041666667;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;17;16; ;0;0;0;0;0;0.055555556;0;0.055555556;0;0.045454545;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;6;24; ;0;0;0;0;0.045454545;0.052631579;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;12;7; ;0;0;0.035714286;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;27;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;5;1; ;0.041666667;0;0;0;0;0;0;0.038461538;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;3;16; ;0;0;0;0.038461538;0;0;0;0.055555556;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;23;22; ;0.041666667;0.041666667;0;0;0.045454545;0;0;0.041666667;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;5;10; ;0;0;0;0;0;0;0;0;0;0.038461538;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;3;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;17;5; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;28;22; ;0;0;0;0;0;0.035714286;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;12;26; ;0;0;0;0;0;0;0;0;0.066666667;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;1;28; ;0;0;0;0.052631579;0;0.08;0;0;0;0.066666667;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;19;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;9;26; ;0;0;0;0;0;0.038461538;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;1;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;21;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;14;8; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;7;4; ;0;0.0625;0;0;0;0.058823529;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;5;18; ;0.058823529;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;22;26; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;2;26; ;0;0;0.037037037;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;11;12; ;0;0;0.034482759;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;15;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;12;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;1;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;17;9; ;0;0;0;0;0;0;0;0;0.05;0.043478261;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;5;15; ;0;0;0;0;0.0625;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;13;12; ;0;0.05;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;14;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;3;20; ;0;0;0;0;0;0;0;0.043478261;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;3;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;14;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;8;3; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;10;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;14;4; ;0;0;0;0;0.0625;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;4;25; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;23;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;25;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;21;4; ;0.058823529;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;18;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;2;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;1;7; ;0.045454545;0;0;0.045454545;0.045454545;0;0;0;0;0.066666667;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;2;23; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;21;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;22;6; ;0;0;0.05;0;0;0.047619048;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;25;2; ;0;0;0.0625;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;18;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;4;18; ;0;0;0.037037037;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;27;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;12;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;28;17; ;0.052631579;0;0.095238095;0;0;0.090909091;0.041666667;0;0.055555556;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;7;13; ;0;0;0.037037037;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;11;10; ;0;0;0;0;0;0.05;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;20;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;22;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;23;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;5;23; ;0;0;0;0.1;0.052631579;0.047619048;0.052631579;0.043478261;0.076923077;0.125;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;16;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;20;18; ;0;0;0.058823529;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;8;13; ;0;0;0;0;0;0.041666667;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;17;10; ;0;0;0.074074074;0.071428571;0.043478261;0.04;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;16;18; ;0;0;0;0;0.047619048;0;0;0;0;0.038461538;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;19;4; ;0;0;0;0;0;0;0;0;0;0.055555556;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;22;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;1;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;23;16; ;0;0;0;0;0;0;0;0.033333333;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;24;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;11;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;27;23; ;0;0;0;0;0.037037037;0;0;0.041666667;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;22;17; ;0;0;0;0.041666667;0.037037037;0;0;0.05;0.043478261;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;10;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;16;7; ;0;0;0.047619048;0;0;0;0;0.055555556;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;24;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;27;22; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;25;11; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;7;18; ;0;0;0;0;0.074074074;0;0.038461538;0;0;0.05;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;15;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;5;24; ;0;0;0;0;0.055555556;0;0.043478261;0;0;0.04;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;23;20; ;0;0.038461538;0;0;0.047619048;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;2;3; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;1;25; ;0;0;0;0.117647059;0;0.041666667;0;0;0.058823529;0;;;;
blocking probabilities per pair and bandwidth;4;80.0Gbps;14;28; ;0;0;0;0;0;0;0;0;0;0;;;;
